K.M. DASTUR                                                 ~K.M. DASTUR REINSURANCE BROKERS PRIVATE ~LTD                                     ~Cambata Building 42 Maharshi Karve Road ~                                        ~400 020 MUMBAI                          ~ ~Mumbai                          ~IND~   
PRAMERICA LIFE INSURANCE LTD                                ~PRAMERICA LIFE INSURANCE LTD            ~                                        ~4th Floor, Building No. 9, Tower B DLF  ~City Phase III                          ~122002 Gurgaon                          ~ ~Gurgaon                         ~IND~   
SCOR Global Reinsurance Ireland dac                         ~AVIVA IRELAND                           ~                                        ~60-63 Dawson Street                     ~                                        ~Dublin 2  Ireland                       ~ ~Dublin                          ~IRL~   
SCOR Global Reinsurance Ireland dac                         ~AEGON UK PLC                            ~                                        ~AEGON House                             ~Ballam Road                             ~Lytham  St Annes   Lancs  FY8 4TT       ~ ~Lytham  St Annes   Lancs        ~GBR~   
AEGON UK LIFE                                               ~AEGON UK                                ~                                        ~AEGON House                             ~Ballam Road                             ~Lytham  St Annes   Lancs  FY8 4TT       ~ ~Lytham  St Annes   Lancs        ~GBR~   
UNUM LIFE UK                                                ~UNUM LIMITED                            ~                                        ~Milton Court Westcott Road              ~                                        ~Dorking RH4 3LZ                         ~ ~Dorking                         ~GBR~   
SCOR Global Reinsurance Ireland dac                         ~ZURICH LIFE ASSURANCE PUBLIC LIMITED    ~COMPANY                                 ~ZURICH HOUSE - FRASCATI ROAD            ~                                        ~BLACKROCK A94X9Y3                       ~ ~BLACKROCK                       ~IRL~   
SCOR Global Reinsurance Ireland dac                         ~FRIENDS LIFE LIMITED                    ~                                        ~Intercity House                         ~Victoria Street                         ~Bristol, BS1 6BW                        ~ ~                                ~GBR~   
SCOR Global Reinsurance Ireland dac                         ~FRIENDS LIFE LIMITED                    ~                                        ~Intercity House                         ~Victoria Street                         ~Bristol, BS1 6BW                        ~ ~                                ~GBR~   
FRIENDS LIFE                                                ~FRIENDS LIFE LIMITED                    ~                                        ~Intercity House                         ~Victoria Street                         ~Bristol, BS1 6BW                        ~ ~                                ~GBR~   
FRIENDS LIFE UK                                             ~FRIENDS LIFE LIMITED                    ~                                        ~Aviva Centre, Bristol Parkway Bus       ~Park, Brierly Furlong, Stoke Gifford    ~Bristol, BS34 8SW                       ~ ~Bristol                         ~GBR~   
FRIENDS LIFE UK                                             ~FRIENDS LIFE LIMITED                    ~                                        ~Aviva Centre, Bristol Parkway Bus       ~Park, Brierly Furlong, Stoke Gifford    ~Bristol, BS34 8SW                       ~ ~Bristol                         ~GBR~   
GUY CARPENTER & COMPANY PRIVATE LIMITED (SINGAPORE BRANCH)  ~GUY CARPENTER & COMPANY PRIVATE LIMITED ~(SINGAPORE BRANCH)                      ~8 Marina View # 09-06 Asia Square Tower ~1                                       ~SINGAPORE 18960                         ~ ~SINGAPORE                       ~SGP~   
Tysers Insurance Brokers Limited NST Client Fund            ~TYSERS INSURANCE BROKERS LIMITED        ~                                        ~71 FENCHURCH STREET                     ~                                        ~LONDON EC3M 4BS                         ~ ~LONDON                          ~GBR~   
ARTHUR J GALLAGHER UK LIMITED                               ~ARTHUR J. GALLAGHER (UK) LIMITED        ~                                        ~9 Alie Street                           ~                                        ~London E1 8DE                           ~ ~LONDON                          ~GBR~   
ARTHUR J GALLAGHER SINGAPORE PTE LTD                        ~ARTHUR J. GALLAGHER (SINGAPORE) PTE.    ~LTD.                                    ~61 Robinson Road #15-01                 ~                                        ~Singapore 068893                        ~ ~Singapore                       ~SGP~   
THAILAND REINSURANCE BROKERS CO LTD                         ~THAILAND REINSURANCE BROKERS CO LTD     ~                                        ~9/F, Tower # 2, Sathorn Thani Bldg 90 - ~92 North Sathorn Rd                     ~BANGKOK BKK 10500                       ~ ~BANGKOK                         ~THA~   
TQR PUBLIC COMPANY LIMITED                                  ~TQR PUBLIC COMPANY LIMITED              ~                                        ~46/7 Rungrojthanakul Building, 8th      ~Floor, Ratchadapisek Road, Huaykwang    ~Bangkok 10310                           ~ ~Bangkok                         ~THA~   
MARNIX CORPORATION                                          ~MARNIX CORPORATION                      ~                                        ~Tokyo Nihombashi Tower 7-1, Nihombashi  ~2-chome, Chuo-ku                        ~Tokyo 103-6060                          ~ ~Tokyo                           ~JPN~   
SEDGWICK INTERNATIONAL UK                                   ~SEDGWICK INTERNATIONAL UK               ~                                        ~60 Fenchurch Street                     ~                                        ~London EC3M 4AD                         ~EC3M 4AD~London                          ~GBR~   
STARR INTERNATIONAL INSURANCE (SINGAPOR)                    ~STARR INTERNATIONAL INSURANCE (SINGAPOR)~                                        ~50 Raffles Place #06-00 Singapore Land  ~Tower                                   ~Singapore 048623                        ~ ~Singapore                       ~SGP~   
LOCKTON COMPANIES (SINGAPORE) PTE LTD                       ~LOCKTON COMPANIES (SINGAPORE) PTE LTD   ~                                        ~6 Raffles Quay #19-01                   ~                                        ~SINGAPORE 048580                        ~ ~SINGAPORE                       ~SGP~   
MARSH (SINGAPORE) PTE LTD                                   ~MARSH (SINGAPORE) PTE. LTD.             ~                                        ~ASIA SQUARE TOWER 1                     ~                                        ~SINGAPORE 018960                        ~ ~SINGAPORE                       ~SGP~   
MARSH (SINGAPORE) PTE LTD                                   ~MARSH (SINGAPORE) PTE. LTD.             ~                                        ~ASIA SQUARE TOWER 1                     ~                                        ~SINGAPORE 018960                        ~ ~SINGAPORE                       ~SGP~   
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   
COSMOS SERVICES CO LTD                                      ~COSMOS SERVICES CO LTD                  ~                                        ~28/F, United Centre, 95 Queensway       ~                                        ~Hong Kong                               ~ ~Hong Kong                       ~HKG~   
AON REINSURANCE MALAYSIA LIMITED                            ~AON BENFIELD MALAYSIA LIMITED           ~                                        ~Level 10, Tower 3, Avenue 7, The Horizon~Bangsar South, 8 Jalan Kerinchi         ~59200 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   
SP&G INSURANCE BROKERS SDN BHD                              ~SP&G INSURANCE BROKERS SDN BHD          ~                                        ~Wisma SPK, 8/F 23 Jalan Sultan Ismail   ~                                        ~50250 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   
GALLAGHER  RE LABUAN LIMITED                                ~WILLIS RE LABUAN LIMITED                ~                                        ~Level 11B, Blk 4, Off Tower, Jln Merdeka~Financial Park Labuan Complex           ~87000  FT Labuan                        ~ ~Labuan                          ~MYS~   
STEEGEXP SDN BHD                                            ~STEEGEXP SDN BHD                        ~                                        ~LEVEL 18 WEWORK EQUATORIAL PLAZA        ~JALAN SULTAN ISMAIL                     ~50250                                   ~ ~KUALA LUMPUR                    ~MYS~   
OSKEFER CONSULTING PTE LTD                                  ~OSKEFER CONSULTING PTE. LTD.            ~                                        ~1003 Bukit Merah Central, #07-38        ~                                        ~Singapore 159836                        ~ ~Singapore                       ~SGP~   
MESTARI ADJUSTERS SDN BHD                                   ~MESTARI ADJUSTERS SDN BHD               ~                                        ~No. 37, Jlan Kuchai Maju (Jalan 1/116B) ~Kuchai Entrepreneurs' Park              ~Kuala Lumpur 58200                      ~ ~Kuala Lumpur                    ~MYS~   
AIG MALAYSIA INSURANCE BERHAD                               ~AIG MALAYSIA INSURANCE BERHAD           ~                                        ~Menara Worldwide 198 Jalan Bukit Bintang~                                        ~55100 KUALA LUMPUR                      ~ ~KUALA LUMPUR                    ~MYS~   
SAMSUNG FIRE & MARINE INSURANCE CO. LTD                     ~SAMSUNG FIRE & MARINE INSURANCE CO.,    ~LTD.                                    ~14 Seocho-daero 74-gil, Seocho-gu -     ~                                        ~Seoul 06620                             ~ ~Seoul                           ~KOR~   
CHINA PACIFIC PROPERTY INSURANCE COMPANY LIMITED            ~CHINA PACIFIC PROPERTY INSURANCE COMPANY~LIMITED                                 ~190 Yincheng Road (M)                   ~                                        ~200120 Shanghai                         ~ ~Shanghai                        ~CHN~1  
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   
AON REINSURANCE MALAYSIA LIMITED                            ~AON BENFIELD MALAYSIA LIMITED           ~                                        ~Level 10, Tower 3, Avenue 7, The Horizon~Bangsar South, 8 Jalan Kerinchi         ~59200 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   
CHINA LIFE                                                  ~CHINA LIFE INSURANCE COMPANY LIMITED    ~                                        ~China Life Plaza, No 16 Financial Street~Xi Cheng District                       ~100033 Beijing                          ~ ~Beijing                         ~CHN~3  
ONEPATH LIFE LIMITED                                        ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
BANKTAIWAN LIFE INSURANCE CO. LTD.                          ~BANKTAIWAN LIFE INSURANCE CO., LTD.     ~                                        ~6F, No. 69, Sec.2, Dunhua S. Road,      ~Dai-An District                         ~Taipei                                  ~ ~Taipei                          ~TWN~   
PCA LIFE ASSURANCE CO. LTD                                  ~PCA LIFE ASSURANCE CO., LTD             ~                                        ~8/F, No. 1 Songzhi Road                 ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
ONEPATH LIFE LIMITED                                        ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ALLIANZ TAIWAN LIFE INSURANCE COMPANY LTD.                  ~ALLIANZ TAIWAN LIFE INSURANCE COMPANY   ~LTD.                                    ~5F, No.100, Sec. 5, Xinyi Rd., Xinyi Dis~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
ONEPATH OPLZ                                                ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
BANKTAIWAN LIFE INSURANCE CO. LTD.                          ~BANKTAIWAN LIFE INSURANCE CO., LTD.     ~                                        ~6F, No. 69, Sec.2, Dunhua S. Road,      ~Dai-An District                         ~Taipei                                  ~ ~Taipei                          ~TWN~   
KGI LIFE INSURANCE COMPANY LTD                              ~KGI LIFE INSURANCE CO., LTD.            ~                                        ~3F, No.135, Dunhua N. Rd.,              ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
CATHAY LIFE INSURANCE CO. LTD                               ~CATHAY LIFE INSURANCE COMPANY LTD       ~                                        ~No. 296, Jen Ai Road, Sec. 4            ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   
Edme Insurance Brokers Limited                              ~EDME INSURANCE BROKERS LIMITED          ~                                        ~6TH FLOOR, BOCK C OF C.S. NO.8, VIOS    ~TOWER OFF EASTERN FREEWAY, NEAR WADALA T~400037 MUMBAI                           ~ ~MUMBAI                          ~IND~   
BHARAT REINSURANCE BROKERS PVT LTD                          ~BHARAT REINSURANCE BROKERS PVT LTD      ~                                        ~New No.2, First Street, Vijayaraghava Rd~T. Nagar                                ~600 017 Chennai                         ~ ~Chennai                         ~IND~   
TULI & CO                                                   ~TULI & CO                               ~SOLICITORS AND ADVOCATES                ~7A Lotus Towers, Community Centre, New  ~Friends Colony                          ~110 025 New Delhi                       ~ ~New Delhi                       ~IND~   
TATA-AIG GENERAL INSURANCE COMPANY LTD                      ~TATA AIG GENERAL INSURANCE COMPANY      ~LIMITED                                 ~15th Floor, Tower A, Peninsula Business ~Park G K Marg, Lower Parel              ~400013 Mumbai                           ~ ~Mumbai                          ~IND~   
General Insurance Corporation of India                      ~GENERAL INSURANCE CORPORATION OF INDIA  ~                                        ~Suraksha, 170, Jamshedji Tata Road      ~Churchgate                              ~400020 Mumbai                           ~ ~Mumbai                          ~IND~   
SCOR GLOBAL REINSURANCE FRANCE                              ~SCOR GLOBAL REINSURANCE FRANCE          ~                                        ~5, avenue Kléber                        ~                                        ~75795 Paris Cedex 16                    ~ ~Paris                           ~FRA~   
SCOR GLOBAL REINSURANCE IRELAND DAC                         ~SCOR GLOBAL REINSURANCE IRELAND         ~DESIGNATED ACTIVITY COMPANY             ~1st Floor, 1 Windmill Lane              ~                                        ~D02 F206 Dublin                         ~ ~Paris                           ~IRL~   
AON BENFIELD AUSTRALIA LIMITED                              ~AON BENFIELD AUSTRALIA LIMITED          ~                                        ~Level 29 Aon Tower 201 Kent Street      ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   
RIPPLES CONSULTING PTY LT                                   ~RIPPLES CONSULTING                      ~                                        ~PO Box 369                              ~                                        ~4064                                    ~ ~Paddington                      ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   
TAL – Scor Re                                               ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
TAL – Scor Re                                               ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
QINSURE LIMITED CS CLASS                                    ~QINSURE LIMITED                         ~                                        ~70 Eagle Street                         ~                                        ~Brisbane 4000                           ~ ~Brisbane                        ~AUS~   
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   
METLIFE INSURANCE                                           ~METLIFE INSURANCE LTD                   ~                                        ~Level 9th, 2 Park Street                ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~363 George Street                       ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   
